USPS,GEOID,ANSICODE,NAME,INTPTLAT,INTPTLONG                                                                                                    
GA,13287,343238,Turner County,31.718232,-83.628566
GA,13289,345456,Twiggs County,32.665847,-83.425879
GA,13291,353193,Union County,34.83377,-83.989573
GA,13293,346759,Upson County,32.881837,-84.292281
GA,13295,354216,Walker County,34.735827,-85.305385
GA,13297,351264,Walton County,33.782648,-83.734215
GA,13299,357722,Ware County,31.050881,-82.421507
GA,13301,347777,Warren County,33.419169,-82.688012
GA,13303,348428,Washington County,32.971848,-82.798112
GA,13305,350608,Wayne County,31.547845,-81.912376
GA,13307,352287,Webster County,32.046554,-84.553218
GA,13309,351278,Wheeler County,32.109276,-82.738701
GA,13311,326781,White County,34.643677,-83.743713
GA,13313,353513,Whitfield County,34.801726,-84.968541
GA,13315,345499,Wilcox County,31.962717,-83.438262
GA,13317,351265,Wilkes County,33.77904,-82.747922
GA,13319,346824,Wilkinson County,32.804321,-83.175587
GA,13321,343365,Worth County,31.551773,-83.84996
HI,15001,365280,Hawaii County,19.597764,-155.502443
HI,15003,365281,Honolulu County,21.461364,-158.201976
HI,15005,1702380,Kalawao County,21.218764,-156.97401
HI,15007,365282,Kauai County,22.012038,-159.705965
HI,15009,365283,Maui County,20.855931,-156.60155
ID,16001,395066,Ada County,43.447861,-116.244456
ID,16003,395067,Adams County,44.884583,-116.431873
ID,16005,395091,Bannock County,42.692938,-112.228986
ID,16007,395090,Bear Lake County,42.285833,-111.327445
ID,16009,395190,Benewah County,47.218451,-116.633541
ID,16011,400593,Bingham County,43.216357,-112.399206
ID,16013,395696,Blaine County,43.394482,-113.95529
ID,16015,395157,Boise County,43.987275,-115.71511
ID,16017,395158,Bonner County,48.312512,-116.59694
ID,16019,395407,Bonneville County,43.395171,-111.621878
ID,16021,395159,Boundary County,48.773065,-116.524619
ID,16023,401703,Butte County,43.6851,-113.177627
ID,16025,399408,Camas County,43.463396,-114.804427
ID,16027,399406,Canyon County,43.623051,-116.708527
ID,16029,395406,Caribou County,42.786273,-111.544171
ID,16031,395698,Cassia County,42.288635,-113.605498
ID,16033,399755,Clark County,44.286251,-112.36112
ID,16035,395697,Clearwater County,46.67257,-115.6535
ID,16037,399758,Custer County,44.273341,-114.252251
ID,16039,400252,Elmore County,43.394826,-115.470751
ID,16041,395585,Franklin County,42.173589,-111.822955
ID,16043,395408,Fremont County,44.218091,-111.484429
ID,16045,395442,Gem County,44.061473,-116.398784
ID,16047,395441,Gooding County,42.973185,-114.82142
ID,16049,395699,Idaho County,45.849237,-115.467376
ID,16051,399751,Jefferson County,43.796965,-112.318588
ID,16053,395662,Jerome County,42.691171,-114.263009
ID,16055,395661,Kootenai County,47.677113,-116.694918
ID,16057,395613,Latah County,46.81892,-116.730974
ID,16059,399754,Lemhi County,44.928789,-113.887841
ID,16061,395622,Lewis County,46.236328,-116.42376
ID,16063,395624,Lincoln County,42.986181,-114.153899
ID,16065,394803,Madison County,43.789709,-111.65655
ID,16067,394807,Minidoka County,42.856937,-113.64001
ID,16069,399394,Nez Perce County,46.333766,-116.760903
ID,16071,399759,Oneida County,42.18389,-112.520465
ID,16073,399760,Owyhee County,42.593063,-116.142655
ID,16075,394896,Payette County,44.00274,-116.748655
ID,16077,394951,Power County,42.694126,-112.844407
ID,16079,1702379,Shoshone County,47.347694,-115.885092
ID,16081,399297,Teton County,43.760994,-111.211765
ID,16083,399334,Twin Falls County,42.352309,-114.665639
ID,16085,399756,Valley County,44.771532,-115.637875
ID,16087,399757,Washington County,44.448213,-116.79783
IL,17001,424202,Adams County,39.986052,-91.194961
IL,17003,424203,Alexander County,37.183683,-89.349506
IL,17005,424204,Bond County,38.885924,-89.436592
IL,17007,424205,Boone County,42.318983,-88.824295
IL,17009,424206,Brown County,39.962069,-90.750309
IL,17011,424207,Bureau County,41.401304,-89.528377
IL,17013,424208,Calhoun County,39.164262,-90.666295
IL,17015,424209,Carroll County,42.059084,-89.926485
IL,17017,424210,Cass County,39.969202,-90.245704
IL,17019,424211,Champaign County,40.13915,-88.197201
IL,17021,424212,Christian County,39.545524,-89.279593
IL,17023,424213,Clark County,39.332364,-87.791687
IL,17025,424214,Clay County,38.747312,-88.483789
IL,17027,424215,Clinton County,38.606423,-89.423136
IL,17029,424216,Coles County,39.51368,-88.220782
IL,17031,1784766,Cook County,41.894294,-87.645455
IL,17033,424218,Crawford County,39.00373,-87.757172
IL,17035,424219,Cumberland County,39.273121,-88.240619
IL,17037,422190,DeKalb County,41.894612,-88.768991
IL,17039,426598,De Witt County,40.181499,-88.901853
IL,17041,424222,Douglas County,39.766078,-88.222866
IL,17043,422191,DuPage County,41.852058,-88.086038
IL,17045,424224,Edgar County,39.679037,-87.74711
IL,17047,424225,Edwards County,38.417095,-88.047941
IL,17049,424226,Effingham County,39.047694,-88.592786
IL,17051,424227,Fayette County,39.001125,-89.017923
IL,17053,424228,Ford County,40.594423,-88.224746
IL,17055,424229,Franklin County,37.991848,-88.926246
IL,17057,424230,Fulton County,40.465688,-90.206793
IL,17059,424231,Gallatin County,37.768677,-88.227964
IL,17061,424232,Greene County,39.355444,-90.387757
IL,17063,424233,Grundy County,41.29241,-88.401054
IL,17065,424234,Hamilton County,38.085226,-88.539005
IL,17067,424235,Hancock County,40.405792,-91.167987
IL,17069,424236,Hardin County,37.517852,-88.266148
IL,17071,424237,Henderson County,40.815141,-90.93848
IL,17073,424238,Henry County,41.350021,-90.130838
IL,17075,424239,Iroquois County,40.748867,-87.833601
IL,17077,424240,Jackson County,37.786096,-89.381212
IL,17079,424241,Jasper County,39.004874,-88.150763
IL,17081,424242,Jefferson County,38.30078,-88.92421
IL,17083,424243,Jersey County,39.080192,-90.361365
IL,17085,424244,Jo Daviess County,42.362391,-90.21147
IL,17087,424245,Johnson County,37.460815,-88.882962
IL,17089,424246,Kane County,41.939594,-88.42804
IL,17091,424247,Kankakee County,41.139494,-87.861125
IL,17093,424248,Kendall County,41.58814,-88.430626
IL,17095,424249,Knox County,40.930941,-90.213761
IL,17097,1784796,Lake County,42.326444,-87.436118
IL,17099,422247,LaSalle County,41.343341,-88.885931
IL,17101,424252,Lawrence County,38.718954,-87.730221
IL,17103,424253,Lee County,41.747442,-89.299351
IL,17105,424254,Livingston County,40.894376,-88.552852
IL,17107,424255,Logan County,40.12907,-89.365308
IL,17109,1784729,McDonough County,40.455789,-90.677579
IL,17111,1784815,McHenry County,42.324298,-88.452245
IL,17113,1784833,McLean County,40.494559,-88.844539
IL,17115,424256,Macon County,39.860237,-88.961529
IL,17117,424257,Macoupin County,39.2659,-89.926344
IL,17119,424258,Madison County,38.827082,-89.900195
IL,17121,424259,Marion County,38.648396,-88.920221
IL,17123,424260,Marshall County,41.031119,-89.342371
IL,17125,424261,Mason County,40.236993,-89.913575
IL,17127,1784730,Massac County,37.216119,-88.705658
IL,17129,424266,Menard County,40.022569,-89.794133
IL,17131,1784750,Mercer County,41.204791,-90.741433
IL,17133,1784865,Monroe County,38.277983,-90.179078
IL,17135,1784866,Montgomery County,39.228092,-89.478007
IL,17137,424270,Morgan County,39.716806,-90.202277
IL,17139,1784885,Moultrie County,39.636896,-88.625726
IL,17141,1784894,Ogle County,42.041884,-89.320176
IL,17143,1784920,Peoria County,40.785999,-89.767358
IL,17145,1784940,Perry County,38.084385,-89.368487
IL,17147,424275,Piatt County,40.009056,-88.592328
IL,17149,1784941,Pike County,39.625106,-90.889034
IL,17151,424277,Pope County,37.417169,-88.542374
IL,17153,1784966,Pulaski County,37.215615,-89.127755
IL,17155,424279,Putnam County,41.19894,-89.298386
IL,17157,1784967,Randolph County,38.056515,-89.82121
IL,17159,424281,Richland County,38.71155,-88.085698
IL,17161,424282,Rock Island County,41.468404,-90.572203
IL,17163,1784987,St. Clair County,38.470198,-89.928546
IL,17165,424283,Saline County,37.751653,-88.545031
IL,17167,1785010,Sangamon County,39.756378,-89.662311
IL,17169,1785037,Schuyler County,40.156905,-90.613464
IL,17171,424286,Scott County,39.636979,-90.477759
IL,17173,1785051,Shelby County,39.384926,-88.798862
IL,17175,424288,Stark County,41.096908,-89.797411
IL,17177,1785076,Stephenson County,42.349726,-89.665994
IL,17179,1785094,Tazewell County,40.508074,-89.51626
IL,17181,1785113,Union County,37.475104,-89.252875
IL,17183,1785114,Vermilion County,40.18674,-87.726771
IL,17185,424293,Wabash County,38.445821,-87.839167
IL,17187,1785134,Warren County,40.850441,-90.620223
IL,17189,1785150,Washington County,38.35314,-89.417187
IL,17191,424296,Wayne County,38.431948,-88.432129
IL,17193,424297,White County,38.087372,-88.178585
IL,17195,1785167,Whiteside County,41.750571,-89.910957
IL,17197,1785190,Will County,41.448474,-87.978456
IL,17199,1785215,Williamson County,37.730353,-88.930018
IL,17201,1785216,Winnebago County,42.337396,-89.161205
IL,17203,1785231,Woodford County,40.789596,-89.210301
IN,18001,450401,Adams County,40.745733,-84.93613
IN,18003,450402,Allen County,41.091855,-85.07223
IN,18005,451683,Bartholomew County,39.205843,-85.897999
IN,18007,450403,Benton County,40.608253,-87.315479
IN,18009,450404,Blackford County,40.472672,-85.32373
IN,18011,450405,Boone County,40.050892,-86.469014
IN,18013,451684,Brown County,39.192585,-86.23941
IN,18015,450406,Carroll County,40.58498,-86.565141
IN,18017,450339,Cass County,40.753799,-86.355168
IN,18019,450340,Clark County,38.476217,-85.711122
IN,18021,450341,Clay County,39.393951,-87.115837
IN,18023,450342,Clinton County,40.305944,-86.477567
IN,18025,451674,Crawford County,38.289433,-86.440871
IN,18027,450343,Daviess County,38.696155,-87.076988
IN,18029,450344,Dearborn County,39.151491,-84.97346
IN,18031,450345,Decatur County,39.30598,-85.499831
IN,18033,450346,DeKalb County,41.401189,-85.000185
IN,18035,450347,Delaware County,40.227165,-85.398856
IN,18037,451675,Dubois County,38.373344,-86.873385
IN,18039,450348,Elkhart County,41.600693,-85.863986
IN,18041,450349,Fayette County,39.639655,-85.185032
IN,18043,450350,Floyd County,38.317936,-85.911474
IN,18045,450351,Fountain County,40.121282,-87.234806
IN,18047,450352,Franklin County,39.409762,-85.066964
IN,18049,450353,Fulton County,41.050384,-86.265006
IN,18051,450354,Gibson County,38.317413,-87.580566
IN,18053,450355,Grant County,40.515758,-85.654946
IN,18055,451676,Greene County,39.0486,-87.005245
IN,18057,450356,Hamilton County,40.04987,-86.020586
IN,18059,450357,Hancock County,39.822604,-85.772904
IN,18061,451677,Harrison County,38.18644,-86.103681
IN,18063,450358,Hendricks County,39.768749,-86.510286
IN,18065,450359,Henry County,39.929576,-85.397338
IN,18067,450360,Howard County,40.483537,-86.114118
IN,18069,450361,Huntington County,40.826394,-85.478597
IN,18071,451678,Jackson County,38.911957,-86.042516
IN,18073,450494,Jasper County,41.017688,-87.118814
IN,18075,450362,Jay County,40.434972,-85.00338
IN,18077,450363,Jefferson County,38.783604,-85.44009
IN,18079,450364,Jennings County,38.996234,-85.628111
IN,18081,450365,Johnson County,39.495986,-86.0946
IN,18083,450366,Knox County,38.688663,-87.420182
IN,18085,450367,Kosciusko County,41.244293,-85.861575
IN,18087,450368,LaGrange County,41.642468,-85.426302
IN,18089,450495,Lake County,41.472239,-87.374337
IN,18091,450507,LaPorte County,41.549011,-86.744729
IN,18093,451703,Lawrence County,38.839815,-86.48782
IN,18095,450370,Madison County,40.166203,-85.722454
IN,18097,450371,Marion County,39.782976,-86.135794
IN,18099,450372,Marshall County,41.325003,-86.269036
IN,18101,451679,Martin County,38.705322,-86.801847
IN,18103,450373,Miami County,40.772881,-86.044258
IN,18105,451680,Monroe County,39.160751,-86.523325
IN,18107,450374,Montgomery County,40.040296,-86.892715
IN,18109,450375,Morgan County,39.482646,-86.447457
IN,18111,450376,Newton County,40.962399,-87.402172
IN,18113,450377,Noble County,41.400794,-85.41785
IN,18115,450378,Ohio County,38.940527,-84.964299
IN,18117,451681,Orange County,38.547381,-86.489257
IN,18119,450379,Owen County,39.317339,-86.838845
IN,18121,450380,Parke County,39.77425,-87.19695
IN,18123,451682,Perry County,38.081436,-86.62654
IN,18125,450381,Pike County,38.397898,-87.232532
IN,18127,450382,Porter County,41.509922,-87.071308
IN,18129,450383,Posey County,38.027614,-87.868653
IN,18131,446852,Pulaski County,41.045272,-86.692538
IN,18133,450384,Putnam County,39.665544,-86.853325
IN,18135,446853,Randolph County,40.164414,-85.005004
IN,18137,450385,Ripley County,39.10023,-85.260541
IN,18139,446854,Rush County,39.622312,-85.466526
IN,18141,452855,St. Joseph County,41.617699,-86.288159
IN,18143,450386,Scott County,38.679431,-85.751898
IN,18145,450387,Shelby County,39.524135,-85.792174
IN,18147,450388,Spencer County,38.009789,-87.010645
IN,18149,450389,Starke County,41.28322,-86.64757
IN,18151,450390,Steuben County,41.643437,-85.002467
IN,18153,450391,Sullivan County,39.089225,-87.415843
IN,18155,450392,Switzerland County,38.825846,-85.029679
IN,18157,450393,Tippecanoe County,40.38926,-86.893943
IN,18159,450394,Tipton County,40.310229,-86.056207
IN,18161,450395,Union County,39.623111,-84.925152
IN,18163,450396,Vanderburgh County,38.02007,-87.586166
IN,18165,450397,Vermillion County,39.854045,-87.462071
IN,18167,450398,Vigo County,39.429143,-87.390375
IN,18169,450399,Wabash County,40.843717,-85.795175
IN,18171,450400,Warren County,40.352658,-87.375847
IN,18173,450335,Warrick County,38.097764,-87.272023
IN,18175,451665,Washington County,38.600612,-86.104751
IN,18177,450336,Wayne County,39.863091,-85.006735
IN,18179,450337,Wells County,40.735273,-85.212974
IN,18181,450338,White County,40.75095,-86.864293
IN,18183,450369,Whitley County,41.136426,-85.501892
IA,19001,465190,Adair County,41.328528,-94.478164
IA,19003,465191,Adams County,41.021656,-94.696906
IA,19005,465192,Allamakee County,43.274964,-91.382751
IA,19007,465193,Appanoose County,40.744683,-92.870345
IA,19009,465194,Audubon County,41.679178,-94.904312
IA,19011,465195,Benton County,42.092547,-92.05763
IA,19013,465196,Black Hawk County,42.472888,-92.306059
IA,19015,465197,Boone County,42.038601,-93.939138
IA,19017,465198,Bremer County,42.78089,-92.327586
IA,19019,465199,Buchanan County,42.470328,-91.838666
IA,19021,465200,Buena Vista County,42.741522,-95.141433
IA,19023,465201,Butler County,42.734708,-92.780066
IA,19025,465202,Calhoun County,42.38617,-94.643683
IA,19027,465203,Carroll County,42.039492,-94.867647
IA,19029,465204,Cass County,41.333824,-94.933302
IA,19031,465205,Cedar County,41.772355,-91.13219
IA,19033,465206,Cerro Gordo County,43.075171,-93.251266
IA,19035,465207,Cherokee County,42.742738,-95.633262
IA,19037,465208,Chickasaw County,43.059741,-92.31721
IA,19039,465209,Clarke County,41.029191,-93.784096
IA,19041,465625,Clay County,43.079822,-95.149726
IA,19043,465210,Clayton County,42.840998,-91.323511
IA,19045,465211,Clinton County,41.898073,-90.534243
IA,19047,465212,Crawford County,42.043119,-95.38909
IA,19049,465213,Dallas County,41.685321,-94.040707
IA,19051,465214,Davis County,40.748089,-92.410345
IA,19053,465215,Decatur County,40.736379,-93.78458
IA,19055,465216,Delaware County,42.473003,-91.359442
IA,19057,465217,Des Moines County,40.915339,-91.186925
IA,19059,465218,Dickinson County,43.389611,-95.196057
IA,19061,465219,Dubuque County,42.463481,-90.878771
IA,19063,465220,Emmet County,43.377984,-94.66937
IA,19065,465221,Fayette County,42.86445,-91.839373
IA,19067,465222,Floyd County,43.052741,-92.787367
IA,19069,465223,Franklin County,42.736549,-93.271425
IA,19071,465224,Fremont County,40.743726,-95.599516
IA,19073,465225,Greene County,42.042494,-94.388703
IA,19075,465226,Grundy County,42.403323,-92.790261
IA,19077,465227,Guthrie County,41.683573,-94.501272
IA,19079,465228,Hamilton County,42.390768,-93.709198
IA,19081,465229,Hancock County,43.075411,-93.743697
IA,19083,465230,Hardin County,42.389955,-93.241081
IA,19085,465231,Harrison County,41.688584,-95.827149
IA,19087,465232,Henry County,40.985864,-91.54427
IA,19089,465233,Howard County,43.365312,-92.321908
IA,19091,465234,Humboldt County,42.782221,-94.202775
IA,19093,465235,Ida County,42.39186,-95.507421
IA,19095,465236,Iowa County,41.683918,-92.059123
IA,19097,465237,Jackson County,42.164281,-90.574596
IA,19099,465238,Jasper County,41.685686,-93.052971
IA,19101,465239,Jefferson County,41.00688,-91.967137
IA,19103,465240,Johnson County,41.668736,-91.588812
IA,19105,465241,Jones County,42.125118,-91.116914
IA,19107,465242,Keokuk County,41.331182,-92.167721
IA,19109,465243,Kossuth County,43.212478,-94.213983
IA,19111,465244,Lee County,40.647588,-91.477157
IA,19113,465245,Linn County,42.077951,-91.597674
IA,19115,465246,Louisa County,41.218211,-91.256994
IA,19117,465247,Lucas County,41.033344,-93.331467
IA,19119,465248,Lyon County,43.38358,-96.207201
IA,19121,465249,Madison County,41.330622,-94.015184
IA,19123,465250,Mahaska County,41.330797,-92.636366
IA,19125,465251,Marion County,41.331455,-93.093849
IA,19127,465252,Marshall County,42.041691,-92.981452
IA,19129,465253,Mills County,41.033703,-95.619101
IA,19131,465254,Mitchell County,43.348564,-92.784466
IA,19133,465255,Monona County,42.049432,-95.956566
IA,19135,465256,Monroe County,41.028847,-92.869642
IA,19137,465257,Montgomery County,41.021735,-95.15779
IA,19139,465258,Muscatine County,41.483776,-91.118699
IA,19141,465259,O'Brien County,43.083746,-95.625624
IA,19143,465260,Osceola County,43.378542,-95.633788
IA,19145,465261,Page County,40.73909,-95.14429
IA,19147,465262,Palo Alto County,43.075854,-94.667296
IA,19149,465263,Plymouth County,42.737585,-96.215864
IA,19151,465264,Pocahontas County,42.734033,-94.678279
IA,19153,465265,Polk County,41.684281,-93.56972
IA,19155,465266,Pottawattamie County,41.340184,-95.544905
IA,19157,465267,Poweshiek County,41.684526,-92.522882
IA,19159,465268,Ringgold County,40.735334,-94.244251
IA,19161,465269,Sac County,42.387526,-95.105224
IA,19163,465270,Scott County,41.641679,-90.62229
IA,19165,465271,Shelby County,41.679014,-95.308917
IA,19167,465272,Sioux County,43.082854,-96.177929
IA,19169,465273,Story County,42.037538,-93.466093
IA,19171,465274,Tama County,42.074848,-92.529411
IA,19173,465275,Taylor County,40.737949,-94.697108
IA,19175,465276,Union County,41.02855,-94.245091
IA,19177,465277,Van Buren County,40.754117,-91.952943
IA,19179,465278,Wapello County,41.031263,-92.409482
IA,19181,465279,Warren County,41.336769,-93.564366
IA,19183,465280,Washington County,41.329401,-91.725052
IA,19185,465281,Wayne County,40.739983,-93.332613
IA,19187,465282,Webster County,42.434397,-94.179156
IA,19189,465283,Winnebago County,43.378124,-93.743488
IA,19191,465284,Winneshiek County,43.292989,-91.850788
IA,19193,465285,Woodbury County,42.39322,-96.053296
IA,19195,465286,Worth County,43.373491,-93.248533
IA,19197,465287,Wright County,42.733007,-93.734735
KS,20001,484970,Allen County,37.884228,-95.300945
KS,20003,484971,Anderson County,38.215114,-95.292046
KS,20005,484972,Atchison County,39.532544,-95.313397
KS,20007,484973,Barber County,37.222906,-98.685052
KS,20009,484974,Barton County,38.481239,-98.767837
KS,20011,484975,Bourbon County,37.8561,-94.850928
KS,20013,484976,Brown County,39.825931,-95.569905
KS,20015,484977,Butler County,37.773681,-96.838762
KS,20017,484978,Chase County,38.298553,-96.594064
KS,20019,484979,Chautauqua County,37.154259,-96.245396
KS,20021,484980,Cherokee County,37.169392,-94.845698
KS,20023,484981,Cheyenne County,39.789256,-101.727302
KS,20025,484982,Clark County,37.233831,-99.813869
KS,20027,484983,Clay County,39.344964,-97.168853
KS,20029,484984,Cloud County,39.487329,-97.64139
KS,20031,484985,Coffey County,38.23645,-95.729137
KS,20033,484986,Comanche County,37.189071,-99.254089
KS,20035,484987,Cowley County,37.234507,-96.837247
KS,20037,484988,Crawford County,37.505628,-94.853941
KS,20039,484989,Decatur County,39.783542,-100.459708
KS,20041,484990,Dickinson County,38.867735,-97.157943
KS,20043,484991,Doniphan County,39.788502,-95.147225
KS,20045,484992,Douglas County,38.896573,-95.290529
KS,20047,484993,Edwards County,37.883595,-99.304746
KS,20049,484994,Elk County,37.456026,-96.244642
KS,20051,484995,Ellis County,38.914596,-99.317329
KS,20053,484996,Ellsworth County,38.700845,-98.205355
KS,20055,485326,Finney County,38.049855,-100.739929
KS,20057,484997,Ford County,37.688365,-99.884734
KS,20059,484998,Franklin County,38.558019,-95.278962
KS,20061,484999,Geary County,39.002155,-96.768038
KS,20063,485000,Gove County,38.917239,-100.48736
KS,20065,481811,Graham County,39.349445,-99.880952
KS,20067,485099,Grant County,37.547537,-101.299362
KS,20069,485001,Gray County,37.744513,-100.451716
KS,20071,485002,Greeley County,38.480408,-101.805984
KS,20073,485003,Greenwood County,37.878659,-96.242232
KS,20075,485327,Hamilton County,37.995244,-101.793689
KS,20077,485004,Harper County,37.188184,-98.06659
KS,20079,485005,Harvey County,38.050144,-97.436706
KS,20081,485328,Haskell County,37.55855,-100.876869
KS,20083,485006,Hodgeman County,38.087493,-99.898407
KS,20085,485007,Jackson County,39.410989,-95.794509
KS,20087,485008,Jefferson County,39.239644,-95.375314
KS,20089,485009,Jewell County,39.77701,-98.222584
KS,20091,485010,Johnson County,38.883907,-94.82233
KS,20093,485011,Kearny County,37.994461,-101.308136
KS,20095,485012,Kingman County,37.552951,-98.144529
KS,20097,485013,Kiowa County,37.561231,-99.286539
KS,20099,485014,Labette County,37.191468,-95.297473
KS,20101,485015,Lane County,38.481286,-100.466185
KS,20103,485016,Leavenworth County,39.189511,-95.038977
KS,20105,485017,Lincoln County,39.047276,-98.214265
KS,20107,485018,Linn County,38.216549,-94.844932
KS,20109,485019,Logan County,38.913269,-101.157407
KS,20111,485020,Lyon County,38.455498,-96.161589
KS,20113,485021,McPherson County,38.395812,-97.647489
KS,20115,485022,Marion County,38.359647,-97.102771
KS,20117,485023,Marshall County,39.782709,-96.521243
KS,20119,485024,Meade County,37.243886,-100.360094
KS,20121,485025,Miami County,38.566772,-94.832963
KS,20123,485026,Mitchell County,39.393026,-98.207362
KS,20125,485027,Montgomery County,37.189537,-95.742403
KS,20127,485028,Morris County,38.687696,-96.644905
KS,20129,485135,Morton County,37.185249,-101.809516
KS,20131,485029,Nemaha County,39.791043,-96.005381
KS,20133,485030,Neosho County,37.564283,-95.315683
KS,20135,485031,Ness County,38.480437,-99.908745
KS,20137,485032,Norton County,39.783867,-99.899235
KS,20139,485033,Osage County,38.649706,-95.727275
KS,20141,485034,Osborne County,39.348649,-98.767876
KS,20143,485035,Ottawa County,39.137963,-97.654802
KS,20145,485036,Pawnee County,38.182873,-99.232154
KS,20147,485037,Phillips County,39.784506,-99.34215
KS,20149,485038,Pottawatomie County,39.382187,-96.337113
KS,20151,485039,Pratt County,37.647594,-98.74012
KS,20153,485040,Rawlins County,39.786198,-101.076738
KS,20155,485041,Reno County,37.948185,-98.078346
KS,20157,485042,Republic County,39.82891,-97.650921
KS,20159,485043,Rice County,38.347178,-98.201415
KS,20161,485044,Riley County,39.291211,-96.727489
KS,20163,485045,Rooks County,39.346006,-99.324492
KS,20165,485358,Rush County,38.523592,-99.309183
KS,20167,485046,Russell County,38.916839,-98.765638
KS,20169,485047,Saline County,38.786327,-97.650153
KS,20171,485048,Scott County,38.481877,-100.90636
KS,20173,485049,Sedgwick County,37.683807,-97.459451
KS,20175,485050,Seward County,37.180585,-100.854741
KS,20177,485051,Shawnee County,39.041805,-95.755664
KS,20179,485052,Sheridan County,39.350542,-100.441206
KS,20181,485053,Sherman County,39.351352,-101.719859
KS,20183,484969,Smith County,39.78466,-98.785429
KS,20185,485054,Stafford County,38.03563,-98.719889
KS,20187,485055,Stanton County,37.565932,-101.789383
KS,20189,485056,Stevens County,37.202356,-101.315796
KS,20191,481812,Sumner County,37.236663,-97.493349
KS,20193,485057,Thomas County,39.357706,-101.083438
KS,20195,485058,Trego County,38.921302,-99.865423
KS,20197,485059,Wabaunsee County,38.955154,-96.201262
KS,20199,485060,Wallace County,38.926626,-101.771103
KS,20201,485061,Washington County,39.776714,-97.095611
KS,20203,485062,Wichita County,38.481922,-101.347434
KS,20205,485063,Wilson County,37.558515,-95.745175
KS,20207,485064,Woodson County,37.888484,-95.757553
KS,20209,485065,Wyandotte County,39.115384,-94.763087
KY,21001,516847,Adair County,37.105541,-85.2814
KY,21003,516848,Allen County,36.75077,-86.192458
KY,21005,516849,Anderson County,38.005396,-84.986417
KY,21007,516850,Ballard County,37.05112,-89.009178
KY,21009,516851,Barren County,36.963614,-85.92499
KY,21011,516852,Bath County,38.152249,-83.737641
KY,21013,516853,Bell County,36.72268,-83.681046
KY,21015,516854,Boone County,38.974595,-84.731444
KY,21017,516855,Bourbon County,38.202562,-84.20986
KY,21019,516856,Boyd County,38.360004,-82.681406
KY,21021,516857,Boyle County,37.6182,-84.873016
KY,21023,516858,Bracken County,38.678523,-84.100355
KY,21025,516859,Breathitt County,37.521178,-83.322401
KY,21027,516860,Breckinridge County,37.778109,-86.432829
KY,21029,516861,Bullitt County,37.969572,-85.703036
KY,21031,516862,Butler County,37.207013,-86.682471
KY,21033,516863,Caldwell County,37.148643,-87.87051
KY,21035,516864,Calloway County,36.620978,-88.274086
KY,21037,516865,Campbell County,38.946981,-84.379583
KY,21039,516866,Carlisle County,36.857726,-88.975757
KY,21041,516867,Carroll County,38.668284,-85.124083
KY,21043,516868,Carter County,38.309555,-83.048821
KY,21045,516869,Casey County,37.321962,-84.92822
KY,21047,516870,Christian County,36.893388,-87.493554
KY,21049,516871,Clark County,37.970133,-84.144974
KY,21051,516872,Clay County,37.164466,-83.710763
KY,21053,516873,Clinton County,36.729124,-85.153499
KY,21055,516874,Crittenden County,37.358149,-88.10501
KY,21057,516875,Cumberland County,36.784227,-85.393499
KY,21059,516876,Daviess County,37.731671,-87.087139
KY,21061,516877,Edmonson County,37.227856,-86.217778
KY,21063,516878,Elliott County,38.116425,-83.097541
KY,21065,516879,Estill County,37.69246,-83.963927
KY,21067,516880,Fayette County,38.040157,-84.458443
KY,21069,516881,Fleming County,38.368431,-83.706152
KY,21071,516882,Floyd County,37.558283,-82.740337
KY,21073,516883,Franklin County,38.234919,-84.868786
KY,21075,516884,Fulton County,36.55262,-89.187723
KY,21077,516885,Gallatin County,38.760184,-84.862114
KY,21079,516886,Garrard County,37.630162,-84.545856
KY,21081,516887,Grant County,38.64921,-84.625946
KY,21083,516888,Graves County,36.723344,-88.649897
KY,21085,516889,Grayson County,37.458577,-86.344011
KY,21087,516890,Green County,37.269637,-85.561403
KY,21089,516891,Greenup County,38.563596,-82.933832
KY,21091,516892,Hancock County,37.843389,-86.792773
KY,21093,516893,Hardin County,37.695836,-85.963183
KY,21095,516894,Harlan County,36.859223,-83.221497
KY,21097,516895,Harrison County,38.443489,-84.332796
KY,21099,516896,Hart County,37.313856,-85.881994
KY,21101,516897,Henderson County,37.792542,-87.572577
KY,21103,516898,Henry County,38.451561,-85.120079
KY,21105,516899,Hickman County,36.675916,-88.97202
KY,21107,516900,Hopkins County,37.31107,-87.542196
KY,21109,516901,Jackson County,37.40332,-84.020686
KY,21111,516902,Jefferson County,38.189533,-85.657624
KY,21113,516903,Jessamine County,37.873291,-84.58396
KY,21115,516904,Johnson County,37.84926,-82.830639
KY,21117,516905,Kenton County,38.930477,-84.533492
KY,21119,516906,Knott County,37.354703,-82.949138
KY,21121,516907,Knox County,36.887476,-83.85563
KY,21123,516908,Larue County,37.545518,-85.697209
KY,21125,516909,Laurel County,37.113268,-84.119395
KY,21127,516910,Lawrence County,38.074459,-82.738305
KY,21129,516911,Lee County,37.605383,-83.718497
KY,21131,516912,Leslie County,37.087846,-83.388616
KY,21133,516913,Letcher County,37.118503,-82.861175
KY,21135,516914,Lewis County,38.532051,-83.373303
KY,21137,516915,Lincoln County,37.457256,-84.658074
KY,21139,516916,Livingston County,37.209517,-88.363426
KY,21141,516917,Logan County,36.859829,-86.881436
